71.763574	-51.559875	20.59375543	15.75413014	23.5824652	23.85	12.8066642	25.48923407
71.7566866	-52.387474	14.70748529	15.23668595	28.64765368	33.01	10.79455388	37.13661721
72.0638225	-52.552578	13.79925462	25.82826576	32.97137752	17.26	7.88647552	29.89319357
72.7752782	-54.153448	22.34527262	34.13237014	17.01281048	49.12	19.52054392	46.52400625
72.84375	-54.221701	15.01565619	18.19918333	48.02504288	63.91469756	26.38628804	86.92304539
72.9382028	-54.223498	37.80854543	25.92572424	73.70916864	50.11601316	33.33136628	42.55400136
73.0399327	-54.26449	43.65702257	17.06653114	15.26201284	29.37778096	12.76955296	38.51982819
73.0193535	-54.640826	7.392221048	4.721144	14.38672692	33.3469984	7.27793128	21.57052141
73.0524068	-54.869034	14.46582852	6.864777	10.19731716	72.9065136	8.91910768	20.89368903
73.1724022	-55.068916	67.3233929	31.63728	15.93760472	9.39654252	13.84306964	20.48693196
73.2435681	-55.098465	15.12424943	17.200842	31.6848132	19.13116772	15.52066012	34.22901402
73.3872714	-55.010491	9.134114762	11.56281819	4.79852532	21.21604244	5.32081176	11.98327873
73.4576018	-55.24599	11.1184021	8.593623619	27.67836092	63.44596764	18.32924036	29.91991228
73.4906344	-55.359571	13.06251452	13.74447495	47.11169128	43.14	36.2100362	66.38254245
73.5952392	-55.497175	25.19254105	19.37843481	27.11416556	42.11015856	20.87925368	39.00975024
73.8188655	-55.559513	17.82855557	15.63667276	12.15478068	10.68750228	8.27526816	17.10671527
73.9493079	-55.647441	18.09998671	9.553802667	10.05853696	24.54239328	10.509895	15.67332926
74.2044338	-56.035614	19.78173648	25.55974062	11.823108	22.24739252	10.02032744	18.14965237
74.2980579	-56.074406	12.56775524	10.2765839	17.55389964	75.08048156	27.87115884	32.1369657
74.4045076	-56.001199	15.37084495	13.99065352	54.7708534	27.34352976	30.7994692	63.78394909
74.5994514	-56.033493	48.72932248	49.38348576	132.2480875	52.96000712	117.1198604	68.95454845
74.7077328	-56.257483	19.88179038	21.13623914	9.14893004	11.5285152	10.18535328	45.93786006
74.7992034	-56.471844	43.40947595	13.31205771	55.67725748	103.8218477	80.2583516	75.98148735
74.8778046	-56.715244	19.80024524	12.39182424	20.3594134	64.61	34.4451822	52.23524123
74.9210269	-56.859436	20.38896852	7.598881762	67.74611576	61.26	66.5768174	33.16699441
74.9518632	-57.054437	27.55387062	15.09856119	18.62826805	62.96762524	22.23146456	35.47527156
75.0385468	-57.532785	39.43976533	27.48200305	27.75025876	66.10133388	44.82199828	52.72886385
75.1410472	-57.668782	18.08330948	16.26906176	41.30316992	100.8	69.37798552	90.48804812
75.1978619	-57.732359	18.74001167	18.55814914	44.65518664	110.2016714	28.81402456	90.48804812
75.298891	-57.849703	41.40830148	71.68107914	31.58581656	43.07	17.20626056	34.81467504
75.4422885	-57.921686	14.09279119	17.03087467	92.34256284	55.88823716	37.65375536	75.43638689
75.6041154	-58.062624	19.18614138	48.2866361	46.59735432	116.2733599	104.6667103	80.54386542
75.7509446	-58.427745	21.27403052	13.03048795	40.951031	47.3125768	42.50089056	14.41954645
75.7590702	-58.841656	34.55940438	32.4951399	28.39341468	112.7	74.13775924	66.8213548
75.8433109	-58.975137	19.20223286	19.87088938	28.88135308	35.42848584	31.27449664	30.31653144
75.8998095	-59.116168	17.73426486	19.37310238	21.69070344	55.50768756	16.23021516	25.18846623
75.9560962	-59.376918	28.03781548	31.03156248	31.63960124	31.66607476	17.35043672	25.57786766
75.9825687	-59.413608	19.48184571	18.57869576	17.56370696	8.4572968	6.23377596	37.28300051
76.016891	-59.690838	19.83694367	23.41867362	17.14677924	33.2479596	18.96356056	26.82503794
76.0704516	-59.898013	14.11806771	11.59213619	70.70549908	68.84180416	79.79761652	24.87116772
76.0939572	-60.07911	14.90993929	11.50804057	43.28483812	116.8092893	36.70483052	60.95094282
76.0703549	-60.596867	24.67446381	25.40439781	29.56135956	47.8814994	22.32253712	56.82981341
